,f_root,f_step,pic_lst,path,caption
1447,f-3BJXP23T,f-3BJXP23T_step03_sent01,"['1130.jpg', '1132.jpg', '1128.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3BJXP23T/f-3BJXP23T_step03_sent01_001,"[['vintage', 'kitchen', 'filled', 'with', 'bowls', 'of', 'food', 'in', 'a', 'counter.', '<end>'], ['a', 'blender', 'and', 'pans', 'filled', 'with', 'baskets', 'are', 'being', '[UNK]', '<end>'], ['various', 'items', 'are', 'being', 'cooking', 'dishes', 'in', 'some', 'oven.', '<end>']]"
1448,f-3637TSRR,f-3637TSRR_step09_sent02,"['162.jpg', '164.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step09_sent02_007,"[['a', 'silver', 'and', 'gray', 'and', 'fruit', 'and', 'chocolate', 'cake', 'on', 'a', 'table', 'and', '[UNK]', 'candle', '[UNK]', 'a', 'glass', 'plate.', '<end>'], ['a', 'close', 'up', 'of', 'several', 'broccoli', 'sitting', 'inside', 'of', 'fruit', '<end>'], ['a', 'table', 'with', 'chocolate', 'cake', 'on', 'a', 'table', '<end>']]"
1449,f-3637TSRR,f-3637TSRR_step04_sent02,"['164.jpg', '162.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step04_sent02_004,"[['a', 'close', 'up', 'of', 'the', 'brocolli', 'mixed', 'with', 'dirty', 'plates', 'of', '[UNK]', 'broccoli,', 'protection', 'for', 'waffles', 'are', 'sitting', 'on', 'a', 'table.', '<end>'], ['a', 'male', 'and', 'fruit', 'are', 'sitting', 'on', 'a', 'table.', '<end>'], ['the', 'cake', 'is', 'sitting', 'on', 'top', 'of', 'a', 'table.', '<end>']]"
1450,f-3637TSRR,f-3637TSRR_step02_sent02,"['240.jpg', '242.jpg', '244.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step02_sent02_000,"[['a', 'blender', 'and', '[UNK]', 'a', 'dish', 'with', 'hotdogs,', 'brocolli', 'and', 'a', 'plate.', '<end>'], ['a', 'close', 'up', 'picture', 'of', 'box', 'with', 'hot', 'dog', 'sits', 'on', 'top', 'of', 'soda', 'on', 'it.', '<end>'], ['a', 'blender', 'cutting', 'board', 'filled', 'with', 'chocolate', 'tiles', 'and', 'bananas.', '<end>']]"
1451,f-3637TSRR,f-3637TSRR_step03_sent01,"['162.jpg', '164.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step03_sent01_003,"[['a', 'couple', 'of', 'glazed', '[UNK]', 'fruit', 'on', 'a', 'table', '<end>'], ['a', 'close', 'up', 'of', 'the', 'close-up', 'picture', 'of', 'several', 'vegetables', 'and', 'a', '[UNK]', 'in', 'the', 'wall', 'with', 'a', 'red', '[UNK]', 'and', '[UNK]', '<end>'], ['a', 'cake', 'sits', 'beside', 'a', 'plate', 'of', 'cake', 'on', 'a', 'table', 'near', 'a', 'wine', 'bottle', 'in', 'a', 'plate', 'with', 'chocolate', 'cake.', '<end>']]"
1452,f-3637TSRR,f-3637TSRR_step03_sent01,"['170.jpg', '168.jpg', '172.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step03_sent01_010,"[['a', 'close', 'up', 'of', 'dessert', 'on', 'a', 'wooden', 'bowl', '<end>'], ['a', 'close', 'up', 'of', 'dessert', 'at', 'a', 'wooden', 'cup', 'of', 'dessert', 'at', 'a', 'wooden', 'grand', 'left', '[UNK]', 'at', 'table', 'next', 'to', 'a', 'metal', 'coffee.', '<end>'], ['a', 'close', 'up', 'of', 'an', 'orange', 'phone', 'that', 'has', 'been', 'placed', 'on', 'the', 'table', 'next', 'to', 'a', 'wooden', 'board', 'a', 'sign.', '<end>']]"
1453,f-3637TSRR,f-3637TSRR_step07_sent02,"['242.jpg', '244.jpg', '240.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step07_sent02_000,"[['a', 'close-up', 'of', 'plaid', 'jacket', 'and', 'a', 'display', 'with', 'chips', '<end>'], ['a', 'blender', 'and', 'spoon', 'inside', 'of', 'it.', '<end>'], ['a', 'blender', 'tile', 'meal', 'with', '[UNK]', 'and', 'a', 'sandwich.', '<end>']]"
1454,f-3637TSRR,f-3637TSRR_step08_sent02,"['172.jpg', '168.jpg', '170.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step08_sent02_005,"[['a', 'wooden', 'tray', 'of', 'a', 'half', '[UNK]', 'on', 'a', 'laptop', '<end>'], ['a', 'hand', 'holding', 'a', 'coffee', 'cup', 'of', 'coffee', '<end>'], ['a', 'cake', 'with', 'the', 'brocolli', 'over', 'it', '<end>']]"
1455,f-3637TSRR,f-3637TSRR_step02_sent02,"['78.jpg', '76.jpg', '80.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step02_sent02_013,"[['an', 'apple', 'frosted', 'cake', 'on', 'a', 'stove', '<end>'], ['a', 'steaming', 'bag', 'filled', 'with', 'a', 'display', 'cutting', 'board', 'full', 'of', 'various', 'types', 'of', 'various', '[UNK]', 'and', 'a', 'drying', 'rack', 'mounted', 'to', 'each', 'other.', '<end>'], ['a', 'kettle', 'sits', 'on', 'display', 'area.', '<end>']]"
1456,f-3637TSRR,f-3637TSRR_step07_sent02,"['76.jpg', '78.jpg', '80.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3637TSRR/f-3637TSRR_step07_sent02_013,"[['a', 'big', 'dishes,', 'bowl', 'of', 'a', 'display', 'cutting', 'board', 'with', 'various', 'types', 'of', 'chips', 'on', 'display', 'in', 'zoo', '<end>'], ['a', 'person', 'leans', 'inside', 'it.', '<end>'], ['there', 'is', 'several', 'suitcases', 'in', 'the', '[UNK]', '<end>']]"
1457,f-2SNBZJVX,f-2SNBZJVX_step02_sent01,"['46.jpg', '44.jpg', '48.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-2SNBZJVX/f-2SNBZJVX_step02_sent01_005,"[['a', 'blue', 'and', 'glass', 'window', 'a', 'little', 'cup', 'holding', 'a', 'meal', 'in', 'a', 'kitchen', '<end>'], ['a', 'man', 'sitting', 'next', 'to', 'his', 'case', '<end>'], ['two', '[UNK]', 'sits', 'and', 'some', 'sort', 'of', 'various', 'other', 'items', 'in', 'a', 'kitchen', '[UNK]', '<end>']]"
1458,f-2SNBZJVX,f-2SNBZJVX_step04_sent01,"['386.jpg', '384.jpg', '388.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-2SNBZJVX/f-2SNBZJVX_step04_sent01_000,"[['a', 'tattooed', 'man', 'taking', '[UNK]', 'of', 'food', 'in', 'a', 'commercial', 'kitchen', '<end>'], ['a', 'man', 'in', 'the', 'microwave', 'and', 'a', 'kitchen', 'with', 'plates', 'of', 'food.', '<end>'], ['a', 'person', 'taking', 'image', 'of', 'banana', 'into', 'and', '[UNK]', '<end>']]"
1459,f-2SNBZJVX,f-2SNBZJVX_step04_sent02,"['380.jpg', '378.jpg', '376.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-2SNBZJVX/f-2SNBZJVX_step04_sent02_007,"[['a', 'closeup', 'of', 'a', 'knife', 'contains', 'a', 'tin', 'eaten', 'pizza', '<end>'], ['a', 'table', 'with', '[UNK]', '[UNK]', 'dog', 'plant', '<end>'], ['a', 'well', 'decorated', 'dish', 'has', 'been', 'eaten', 'cake', '<end>']]"
1460,f-3VXZB5WW,f-3VXZB5WW_step01_sent01,"['76.jpg', '80.jpg', '78.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step01_sent01_000,"[['an', 'image', 'of', 'a', 'mixture', 'of', 'food', 'including', 'a', 'meal', 'inside', 'a', 'stove', 'in', 'bowls', 'on', 'the', 'table.', '<end>'], ['a', 'silver', 'cleaning', 'on', 'a', 'white', 'picture', 'of', 'himself', 'staring', 'at', 'his', 'reflection', 'that', 'is', 'holding', 'an', 'upright', 'in', 'a', 'kitchen', 'with', 'a', 'stove', 'a', 'mixture', 'of', 'an', 'upright', '[UNK]', 'near', 'a', 'person', 'staring', 'at', 'a', 'table', 'and', 'a', '[UNK]', '<end>'], ['a', 'picture', 'of', 'a', 'close', 'up', 'of', 'a', 'close', 'up', 'of', 'an', 'assortment', 'of', 'a', 'silver', 'oven', 'takes', 'a', 'man', 'standing', 'next', 'to', 'large', 'metal', 'glass', 'of', 'an', 'event.', '<end>']]"
1461,f-3VXZB5WW,f-3VXZB5WW_step02_sent02,"['416.jpg', '420.jpg', '418.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step02_sent02_009,"[['a', 'meal', 'of', 'an', '[UNK]', 'cake', 'is', 'holding', 'a', 'chain', 'to', 'his', 'hand', 'on', 'a', '[UNK]', '<end>'], ['a', 'man', 'in', 'business', 'off', 'a', 'wooden', 'plates', '<end>'], ['a', 'driveway', 'in', 'the', '[UNK]', 'banana.', '<end>']]"
1462,f-3VXZB5WW,f-3VXZB5WW_step01_sent03,"['64.jpg', '68.jpg', '66.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step01_sent03_005,"[['a', 'very', '[UNK]', 'coming', '[UNK]', 'drinks', '<end>'], ['an', 'asian', 'stove', 'with', 'some', 'bowls', 'piled', 'in', 'a', 'stove', 'surrounded', 'by', 'some', 'veggies', 'cooking', 'together', '<end>'], ['the', 'picture', 'of', 'asian', 'pizza', 'that', 'has', '[UNK]', 'carrots', 'sitting', 'together', 'on', 'them.', '<end>']]"
1463,f-3VXZB5WW,f-3VXZB5WW_step01_sent02,"['70.jpg', '72.jpg', '68.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step01_sent02_000,"[['a', 'plate', 'filled', 'with', 'a', 'bunch', 'of', 'cooking', 'on', 'the', 'corner', 'of', 'it.', '<end>'], ['an', 'old', 'looking', 'fruit', 'sits', 'on', 'a', '[UNK]', 'house.', '<end>'], ['a', 'shiny', '[UNK]', 'counter', 'outside', 'full', 'of', 'an', '[UNK]', '<end>']]"
1464,f-3VXZB5WW,f-3VXZB5WW_step03_sent01,"['134.jpg', '132.jpg', '136.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step03_sent01_004,"[['the', 'old', 'looking', '[UNK]', '[UNK]', 'in', 'a', 'white', 'wall.', '<end>'], ['a', 'sheet', 'area', 'with', 'a', 'mass', 'in', 'a', 'parking', 'lot', '<end>'], ['the', 'child', 'holding', 'a', 'white', 'picture', 'of', 'himself', 'playing', 'with', 'his', 'picture', 'with', 'a', 'pink', 'plastic', '[UNK]', '<end>']]"
1465,f-3VXZB5WW,f-3VXZB5WW_step02_sent04,"['420.jpg', '418.jpg', '416.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step02_sent04_006,"[['a', 'man', 'in', 'a', 'banana', 'and', 'bowls.', '<end>'], ['a', 'person', 'is', 'being', '[UNK]', '<end>'], ['someone', 'is', 'preparing', 'food', 'with', 'his', 'hand', 'on', 'a', '[UNK]', '<end>']]"
1466,f-3VXZB5WW,f-3VXZB5WW_step02_sent02,"['16.jpg', '18.jpg', '20.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step02_sent02_000,"[['a', 'pink', 'brushing', 'a', 'toothbrush', 'in', 'a', 'pink', 'bath', 'tub', '<end>'], ['a', 'black', 'nose', 'of', 'a', 'picture', 'of', 'a', 'swimming', 'in', 'a', 'white', 'dog.', '<end>'], ['a', 'close', 'up', 'of', 'a', '[UNK]', 'a', '[UNK]', 'the', 'picture', 'of', 'bees', 'in', 'it.', '<end>']]"
1467,f-3VXZB5WW,f-3VXZB5WW_step03_sent01,"['420.jpg', '418.jpg', '416.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step03_sent01_009,"[['a', 'man', 'cutting', 'a', 'large', 'piece', 'of', 'asian', 'man', 'surrounded', 'by', 'on', 'a', 'table.', '<end>'], ['a', 'fisheye', '[UNK]', 'cutting', 'a', 'hand', 'on', 'his', 'cellphone', '<end>'], ['someone', 'that', 'has', 'a', 'almost', 'to', 'his', 'hand', 'on', 'a', 'chair', '<end>']]"
1468,f-3VXZB5WW,f-3VXZB5WW_step02_sent01,"['98.jpg', '100.jpg', '96.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step02_sent01_000,"[['a', 'small', 'child', 'in', 'bunny', 'ears', 'that', 'is', 'being', 'remodeled', 'and', 'taking', 'food', 'in', 'a', 'nasty', '[UNK]', '<end>'], ['two', 'stools', 'sitting', 'inside', 'of', 'a', 'round', '[UNK]', '<end>'], ['a', 'display', 'of', 'various', 'taken', 'from', 'some', 'bowls', 'around', 'some', 'filled', 'with', 'brass', 'pots', 'going', 'to', 'some', 'food', 'cooking', '[UNK]', 'kitchen', 'cabinets', 'in', 'the', 'oven.', '<end>']]"
1469,f-3VXZB5WW,f-3VXZB5WW_step04_sent01,"['128.jpg', '126.jpg', '124.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step04_sent01_013,"[['a', 'table', 'with', 'various', 'other', 'cooking', 'on', 'a', 'water.', '<end>'], ['water', '3', 'stacked', 'together.', '<end>'], ['a', 'dish', 'with', 'lots', 'of', 'meat.', '<end>']]"
1470,f-3VXZB5WW,f-3VXZB5WW_step02_sent03,"['420.jpg', '416.jpg', '418.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-3VXZB5WW/f-3VXZB5WW_step02_sent03_015,"[['an', 'asian', 'asian', 'man', 'that', 'is', 'on', 'a', '[UNK]', '<end>'], ['a', 'nasty', 'meal', 'consisting', 'of', 'food', 'including', 'a', '[UNK]', 'to', 'his', 'hand', 'while', 'holding', 'a', 'hand', '<end>'], ['a', 'work', 'truck', 'being', '[UNK]', '<end>']]"
1471,f-4456GZNT,f-4456GZNT_step02_sent01,"['276.jpg', '272.jpg', '274.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4456GZNT/f-4456GZNT_step02_sent01_000,"[['someone', 'looks', 'food', 'and', 'hand', '<end>'], ['a', 'trio', 'of', 'food', 'is', 'cooking', 'on', 'the', 'table.', '<end>'], ['a', 'table', 'with', 'some', 'bananas', 'and', 'utensils', 'nearby.', '<end>']]"
1472,f-4456GZNT,f-4456GZNT_step02_sent01,"['272.jpg', '274.jpg', '276.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4456GZNT/f-4456GZNT_step02_sent01_009,"[['a', '[UNK]', '[UNK]', 'object', 'sitting', 'in', 'front', 'of', 'a', 'table', '<end>'], ['a', 'small', 'open', 'plate', 'of', 'food', 'on', 'a', 'table.', '<end>'], ['a', 'man', 'has', 'a', 'lot', 'of', 'food.', '<end>']]"
1473,f-4456GZNT,f-4456GZNT_step03_sent01,"['22.jpg', '20.jpg', '24.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4456GZNT/f-4456GZNT_step03_sent01_000,"[['a', 'lady', 'making', 'a', 'women', 'in', 'a', 'woman', 'taking', 'a', 'person', 'holding', 'a', 'photo', 'of', 'two', 'others', 'brushing', 'her', 'homemade', 'up', 'against', 'a', '[UNK]', '<end>'], ['a', 'woman', 'taking', 'a', 'picture', 'of', 'asian', 'woman', 'taking', 'a', 'picture', 'of', 'a', 'woman', 'wearing', 'a', 'tube', 'up', 'picture', 'together', 'in', 'the', 'camera.', '<end>'], ['a', 'group', 'of', 'three', 'pictures', 'of', 'stuff', 'that', 'has', 'some', 'brocolli', 'and', 'white', 'photo.', '<end>']]"
1474,f-4FJSLS74,f-4FJSLS74_step02_sent02,"['72.jpg', '70.jpg', '68.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step02_sent02_001,"[['a', 'white', 'sheet', 'being', 'eaten', 'in', 'a', 'child.', '<end>'], ['a', 'bowl', '[UNK]', 'and', '[UNK]', 'and', '[UNK]', 'in', 'tow', 'line.', '<end>'], ['a', 'close', 'up', 'image', 'of', 'food', 'including', 'banana', 'is', '[UNK]', '<end>']]"
1475,f-4FJSLS74,f-4FJSLS74_step02_sent03,"['68.jpg', '70.jpg', '72.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step02_sent03_002,"[['empty', 'fruit', '[UNK]', 'banana', 'sitting', 'on', 'a', 'white', 'house.', '<end>'], ['a', 'bowl', 'and', '[UNK]', 'and', '[UNK]', 'some', 'cake', 'tray.', '<end>'], ['a', 'close', 'up', 'of', 'a', 'square', 'white', 'paper', 'being', 'held', '[UNK]', 'hold', '[UNK]', 'banana', 'on', 'a', 'table', 'next', 'to', 'a', 'candle', 'on', 'a', 'table.', '<end>']]"
1476,f-4FJSLS74,f-4FJSLS74_step02_sent02,"['100.jpg', '102.jpg', '104.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step02_sent02_005,"[['a', 'silver', 'bowl', 'filled', 'with', 'bowls', 'with', 'salad', 'dressing', 'in', 'a', '[UNK]', 'near', 'some', 'carrots', '<end>'], ['a', 'blender', 'greet', 'near', 'a', 'bowl', 'on', 'the', 'bowl', '<end>'], ['a', 'white', 'photo', 'of', 'the', 'paint', '[UNK]', 'carrots', 'in', 'the', 'other.', '<end>']]"
1477,f-4FJSLS74,f-4FJSLS74_step01_sent04,"['158.jpg', '156.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step01_sent04_000,"[['oranges', 'hanging', 'on', 'blocks', 'in', 'a', 'bakery', 'with', 'a', 'display', 'of', 'apples.', '<end>'], ['a', 'blender', 'and', 'a', 'mirror', 'into', 'a', 'small', 'white', 'to', 'be', 'wading', 'in', 'a', '[UNK]', 'and', 'painted', 'large', 'wooden', 'display', 'inside', 'it', '<end>'], ['a', 'small', 'white', 'refrigerator', 'a', 'mixture', 'on', 'head.', '<end>']]"
1478,f-4FJSLS74,f-4FJSLS74_step01_sent03,"['104.jpg', '102.jpg', '100.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step01_sent03_000,"[['a', 'police', 'person', 'taking', 'it', 'is', 'wearing', 'a', 'hat', 'is', 'wearing', 'a', 'hat', 'holds', 'a', 'paper', 'holds', 'tongs', 'in', 'it.', '<end>'], ['a', 'pretty', 'art', 'sink', 'with', 'an', 'antique', 'shirt', 'near', 'a', 'banana.', '<end>'], ['a', 'grey', 'young', 'boy', 'is', 'holding', 'a', 'blue', 'eyes', 'of', 'coffee', 'next', 'to', 'it.', '<end>']]"
1479,f-4FJSLS74,f-4FJSLS74_step09_sent02,"['112.jpg', '108.jpg', '110.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step09_sent02_000,"[['a', 'baby', 'holding', 'a', 'small', 'child', 'holds', 'a', 'baby', '[UNK]', '<end>'], ['a', 'woman', 'vest', 'holds', 'a', 'banana', 'in', 'a', 'suit.', '<end>'], ['a', 'living', 'room', 'with', 'a', 'bathroom', 'posing', 'for', 'the', 'picture', 'of', 'a', 'sink.', '<end>']]"
1480,f-4FJSLS74,f-4FJSLS74_step09_sent01,"['244.jpg', '248.jpg', '246.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step09_sent01_007,"[['a', 'man', 'is', 'pouring', 'carrots', 'next', 'to', 'a', '[UNK]', '<end>'], ['a', 'cutting', 'a', 'picture', 'to', 'cut', 'a', 'knife', 'cutting', 'and', 'plates.', '<end>'], ['an', 'vegetables', 'is', 'cutting', 'a', 'box', 'ready', 'to', 'cut', 'a', 'dinner', 'with', 'his', 'feet.', '<end>']]"
1481,f-4FJSLS74,f-4FJSLS74_step07_sent02,"['100.jpg', '104.jpg', '102.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step07_sent02_000,"[['a', 'blue', 'white', '[UNK]', 'holds', 'a', 'food.', '<end>'], ['a', 'person', 'with', 'parachute', 'next', 'to', 'a', 'pair', 'of', '[UNK]', '<end>'], ['an', 'old', 'gold', 'family', 'of', 'two', 'brown', 'dog', 'sits', 'next', 'to', 'a', 'clock.', '<end>']]"
1482,f-4FJSLS74,f-4FJSLS74_step08_sent02,"['700.jpg', '704.jpg', '702.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step08_sent02_000,"[['the', 'asian', 'bakery', 'filled', 'with', 'pink', 'toothbrush', 'in', 'them.', '<end>'], ['there', 'is', 'a', 'small', 'pot', 'filled', 'with', 'a', 'plate', 'holding', 'a', 'plate', 'holding', 'a', 'plate', 'holding', 'a', 'plate', 'holding', 'a', 'polka', 'dot', 'plate.', '<end>'], ['a', 'display', 'with', 'a', 'picture', 'of', '[UNK]', 'being', 'held', 'their', '[UNK]', '<end>']]"
1483,f-4FJSLS74,f-4FJSLS74_step03_sent04,"['196.jpg', '198.jpg', '200.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step03_sent04_000,"[['a', 'man', 'taking', 'a', 'banana,', 'and', 'a', 'cup', 'of', 'pastrami', 'and', 'a', 'pot', 'full', 'of', 'rice', 'on', 'the', 'counter.', '<end>'], ['a', 'white', 'apron', 'boy', 'holding', 'a', 'large', 'spoon', 'in', 'a', 'table', '<end>'], ['this', 'old', 'room', 'white', 'spoon', 'in', 'it', '<end>']]"
1484,f-4FJSLS74,f-4FJSLS74_step03_sent02,"['196.jpg', '200.jpg', '198.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step03_sent02_007,"[['a', 'white', 'refrigerator', 'holding', 'up', 'and', '[UNK]', 'coke', 'in', 'it.', '<end>'], ['asian', 'room', 'with', 'an', 'bowl', 'with', 'a', 'bowl', 'with', 'an', '[UNK]', 'by', 'a', 'bowl', '<end>'], ['a', 'closeup', 'view', 'of', 'a', 'boy', 'is', 'full', 'of', 'soup', 'containing', 'a', 'spoon.', '<end>']]"
1485,f-4FJSLS74,f-4FJSLS74_step03_sent03,"['168.jpg', '166.jpg', '164.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step03_sent03_003,"[['a', 'pizza', 'on', 'top', '<end>'], ['an', 'orange', '<end>'], ['an', 'asian', 'bowl', 'filled', 'with', 'broccoli', 'on', 'the', 'side', '<end>']]"
1486,f-4FJSLS74,f-4FJSLS74_step04_sent01,"['96.jpg', '94.jpg', '92.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step04_sent01_000,"[['this', 'is', 'a', 'round', 'yellow', 'paint', 'has', 'fallen', 'out', 'over', ""it's"", 'ears.', '<end>'], ['close', 'up', 'of', 'a', 'toilet', 'holding', 'a', 'strange', 'paint', 'on', 'top', 'of', 'a', 'box', 'on', 'the', '[UNK]', '<end>'], ['a', 'close', 'up', 'of', 'round', 'round', 'yellow', 'paint', 'has', 'packages', 'of', 'a', 'banana', 'paint', 'on', 'display', 'while', 'standing', 'inside', 'of', 'a', '[UNK]', '<end>']]"
1487,f-4FJSLS74,f-4FJSLS74_step04_sent01,"['68.jpg', '64.jpg', '66.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step04_sent01_005,"[['a', 'number', 'of', 'a', 'couple', 'of', 'bananas', 'stuck', 'in', 'a', '[UNK]', 'in', 'the', 'ocean.', '<end>'], ['a', 'red', 'yellow', 'yellow', 'and', 'yellow', 'flowers', 'sits', 'on', 'a', 'wooden', 'table', '<end>'], ['a', 'sink', 'holding', 'cake', 'on', 'a', 'wood', 'countertop.', '<end>']]"
1488,f-4FJSLS74,f-4FJSLS74_step04_sent01,"['692.jpg', '696.jpg', '694.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step04_sent01_013,"[['a', 'person', 'by', 'a', 'cup', 'holds', 'tongs', 'on', 'a', 'cutting', 'board', 'on', 'a', 'wood', 'countertop.', '<end>'], ['a', 'person', 'in', 'the', 'boy', 'is', 'in', 'a', 'table', 'with', 'plates', 'on', 'the', 'table.', '<end>'], ['a', 'phone.', 'with', 'many', 'plates', 'of', 'coffee', 'cup', 'of', 'coffee', '<end>']]"
1489,f-4FJSLS74,f-4FJSLS74_step04_sent02,"['68.jpg', '66.jpg', '64.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step04_sent02_005,"[['many', 'different', 'groups', 'of', 'three', 'people', 'gathered', 'in', 'a', 'picture', 'with', 'blue', 'sky', 'overhead.', '<end>'], ['a', 'matching', 'pink', 'toothbrush', 'in', 'the', 'plate', 'next', 'to', 'a', 'knife.', '<end>'], ['a', 'red', 'garbage', 'who', 'is', 'sitting', 'on', 'the', 'water', '<end>']]"
1490,f-4FJSLS74,f-4FJSLS74_step05_sent02,"['504.jpg', '508.jpg', '506.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step05_sent02_003,"[['a', 'close', 'up', 'of', 'food', 'with', '[UNK]', '[UNK]', 'some', '[UNK]', '<end>'], ['the', 'tongs', '[UNK]', 'with', '[UNK]', 'with', 'a', 'pizza', '[UNK]', '<end>'], ['a', 'line', 'of', 'various', 'types', 'of', 'cooking', 'cooking', 'on', 'the', 'stove', 'with', 'broccoli.', '<end>']]"
1491,f-4FJSLS74,f-4FJSLS74_step06_sent01,"['148.jpg', '144.jpg', '146.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step06_sent01_000,"[['fresh', '[UNK]', 'filled', 'with', 'assorted', 'baked', 'goods', 'are', 'on', 'the', 'pan', 'on', 'the', 'ceiling', '<end>'], ['display', 'case', 'filled', 'with', 'lots', 'of', 'fresh', 'donuts', 'some', 'cakes', 'on', 'it.', '<end>'], ['a', 'dish', 'are', 'being', 'sliced', 'up', 'inside', 'of', 'a', 'pan', 'on', 'it', '<end>']]"
1492,f-4FJSLS74,f-4FJSLS74_step07_sent03,"['80.jpg', '78.jpg', '76.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step07_sent03_000,"[['a', '[UNK]', 'guy', 'who', 'is', 'sitting', 'next', 'to', 'his', 'feet.', '<end>'], ['a', 'woman', 'with', 'a', 'woman', 'looks', 'on.', '<end>'], ['a', 'man', 'sits', 'outside', 'with', 'a', 'girl', 'in', '[UNK]', '<end>']]"
1493,f-4FJSLS74,f-4FJSLS74_step03_sent02,"['198.jpg', '196.jpg', '200.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-4FJSLS74/f-4FJSLS74_step03_sent02_002,"[['a', 'man', 'showing', 'soup', 'containing', 'a', 'bowl', 'of', 'soup.', '<end>'], ['a', 'man', 'holding', 'a', 'banana,', 'and', 'a', 'slice', 'of', 'another', 'hand', 'is', 'also', 'being', 'pulled', 'up', 'a', 'small', '[UNK]', '<end>'], ['outside', 'of', 'asian', 'same', 'dish', '[UNK]', '<end>']]"
